Keyword,Current Position,Monthly Impressions,Monthly Clicks,Current CTR,CTR Potential,Traffic Potential,Opportunity Score,Opportunity Type,Priority,Keyword Difficulty,Average CPC,Search Intent
algebra teacher,71.9,45,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,24,1.28,Informational
ai for elementary teachers,86.7,246,0,0.00%,2.00%,4,44.0,Long-term Target,Medium,35,2.18,Informational
best tablet games for 4 year olds,63.5,16,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,44,2.03,Commercial
home schooling tutor,83.0,160,0,0.00%,2.00%,3,44.0,Long-term Target,Medium,36,2.85,Informational
camp game ideas,74.1,57,0,0.00%,2.00%,1,44.0,Long-term Target,Medium,40,1.85,Informational
games for school chromebook,72.1,46,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,27,0.77,Informational
a level maths tutors,93.6,487,0,0.00%,2.00%,9,44.0,Long-term Target,Medium,30,3.9,Informational
best ipad apps for 4 year olds,78.2,94,0,0.00%,2.00%,1,44.0,Long-term Target,Medium,31,1.65,Commercial
how to teach a kid to study,90.1,346,0,0.00%,2.00%,6,44.0,Long-term Target,Medium,5,1.14,Informational
free kindergarten tutoring near me,61.2,12,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,35,1.99,Informational
kids learning platform,61.2,12,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,27,4.03,Informational
camp for preschoolers,69.7,34,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,25,1.62,Informational
how do you do math,65.0,19,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,42,1.95,Informational
counting back change worksheets,68.4,29,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,24,1.07,Informational
educational games for students,19.2,32,1,3.12%,0.00%,0,44.0,Long-term Target,Medium,34,1.91,Informational
elon camping,66.6,23,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,31,1.28,Informational
father of mathematics,93.4,470,0,0.00%,2.00%,9,44.0,Long-term Target,Medium,21,1.73,Informational
claires promo code,87.4,256,0,0.00%,2.00%,5,44.0,Long-term Target,Medium,55,2.14,Informational
how many children does elon have,68.5,29,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,25,0.88,Informational
maths mastery year 4,66.6,23,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,39,1.49,Informational
can i get paid to homeschool my child in california,68.2,28,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,32,1.54,Informational
how many hours is 8am to 5pm,68.2,28,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,17,1.06,Informational
11th grande math tutoring,62.6,14,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,31,3.76,Informational
best free ipad games for 10 year olds,62.6,14,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,33,1.36,Commercial
math tutor for 8th grader,62.6,14,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,29,4.33,Informational
ipad educator discount,63.1,15,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,24,1.47,Informational
fun teams backgrounds,81.0,126,0,0.00%,2.00%,2,44.0,Long-term Target,Medium,12,1.58,Informational
best camping games,89.4,313,0,0.00%,2.00%,6,44.0,Long-term Target,Medium,60,2.12,Commercial
how to teach tables to 6 year old,65.9,21,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,5,0.81,Informational
card platform adaptive cards,68.2,28,0,0.00%,2.00%,0,44.0,Long-term Target,Medium,10,0.86,Informational
best math programs for kids,59.9,10,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,42,1.86,Commercial
dance dynamics parent portal,62.6,14,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,16,0.71,Informational
free geometry tutor,64.2,17,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,69,2.8,Informational
best ipad for college,61.4,12,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,50,2.21,Commercial
mathematics founder,62.1,13,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,38,1.06,Informational
math foundations,85.7,209,0,0.00%,2.00%,4,43.9,Long-term Target,Medium,31,1.62,Informational
kidz camp,60.7,11,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,47,1.12,Informational
combover,79.8,107,0,0.00%,2.00%,2,43.9,Long-term Target,Medium,37,1.76,Informational
french tutorials,68.4,28,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,42,4.17,Informational
flashcard lab app review,74.1,55,0,0.00%,2.00%,1,43.9,Long-term Target,Medium,26,2.55,Commercial
how much should tutors charge,73.8,53,0,0.00%,2.00%,1,43.9,Long-term Target,Medium,22,2.33,Informational
best online math tutoring jobs,68.7,29,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,52,4.49,Commercial
elon musk ai voice changer app,63.8,16,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,48,2.07,Informational
educational summer programs,67.1,24,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,36,2.2,Informational
educational playstation games,20.9,38,1,2.63%,0.00%,0,43.9,Long-term Target,Medium,24,1.79,Informational
home tuition price,60.0,10,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,30,1.81,Transactional
lifetime app free trial,60.0,10,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,30,1.57,Informational
answer ai math,61.5,12,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,55,2.64,Informational
math in schools today,81.9,138,0,0.00%,2.00%,2,43.9,Long-term Target,Medium,29,1.62,Informational
coding tutors online,92.7,432,0,0.00%,2.00%,8,43.9,Long-term Target,Medium,34,3.73,Informational
como primary school,60.8,11,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,39,1.22,Informational
fun summer camp games,81.4,129,0,0.00%,2.00%,2,43.9,Long-term Target,Medium,17,1.78,Informational
french tudor,64.4,17,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,30,1.62,Informational
enrich math,78.7,95,0,0.00%,2.00%,1,43.9,Long-term Target,Medium,32,1.47,Informational
how to screenshot on school chromebook,62.2,13,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,5,0.71,Informational
kids real phone,68.2,27,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,30,1.72,Informational
elon musk kids how many,63.4,15,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,12,1.51,Informational
elon musk new kid,63.4,15,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,20,1.41,Informational
lifetime training ltd,60.1,10,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,32,3.33,Informational
how do you say math in spanish,64.9,18,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,39,0.81,Informational
good math tutor,63.9,16,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,30,3.3,Informational
infant flash cards,73.1,49,0,0.00%,2.00%,0,43.9,Long-term Target,Medium,38,1.14,Informational
interactive educational game for children,69.1,30,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,21,2.39,Informational
9am to 5pm is how many hours,66.6,22,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,25,1.15,Informational
math io games,61.7,12,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,47,1.78,Informational
math for kids with adhd,68.6,28,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,32,1.24,Informational
5th grade after school activities,11.0,11,2,18.18%,0.00%,0,43.8,Long-term Target,Medium,20,1.11,Informational
coding instructor,64.1,16,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,37,1.08,Informational
best online tutoring websites,88.9,289,0,0.00%,2.00%,5,43.8,Long-term Target,Medium,60,5.26,Commercial
maths cover page design,67.7,25,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,24,1.82,Informational
awesome math summer program,63.0,14,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,21,0.84,Informational
how to download games on school chromebook,63.0,14,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,5,0.82,Informational
customized tutoring,83.4,156,0,0.00%,2.00%,3,43.8,Long-term Target,Medium,37,2.96,Informational
ai education apps,78.5,91,0,0.00%,2.00%,1,43.8,Long-term Target,Medium,55,8.72,Informational
elon musk programming skills,60.3,10,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,14,0.73,Informational
become an online tutor,89.6,303,0,0.00%,2.00%,6,43.8,Long-term Target,Medium,38,4.1,Informational
how can i understand math better,65.1,18,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,29,1.04,Informational
all my sons moving austin,62.5,13,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,29,1.26,Informational
best elearning games,68.7,28,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,66,6.55,Commercial
ai education platform,90.7,345,0,0.00%,2.00%,6,43.8,Long-term Target,Medium,52,8.69,Informational
games for kids 8,67.8,25,0,0.00%,2.00%,0,43.8,Long-term Target,Medium,28,1.57,Informational
free tutoring near me for kids,83.7,161,0,0.00%,2.00%,3,43.8,Long-term Target,Medium,46,2.67,Informational
video games for 7 year old boy,14.7,17,1,5.88%,0.00%,0,43.7,Long-term Target,Medium,26,1.01,Informational
childrens play tables,88.0,256,0,0.00%,2.00%,5,43.7,Long-term Target,Medium,13,1.08,Informational
4 year old summer camp,60.4,10,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,21,1.81,Informational
ai education for kids,60.4,10,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,40,5.34,Informational
app for education,83.5,155,0,0.00%,2.00%,3,43.7,Long-term Target,Medium,43,4.55,Informational
best app to learn multiplication,61.2,11,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,47,4.32,Commercial
best math app for kindergarten,61.2,11,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,44,1.49,Commercial
best tablet for toddlers,81.8,130,0,0.00%,2.00%,2,43.7,Long-term Target,Medium,44,2.49,Commercial
algebra homework helper,81.2,121,0,0.00%,2.00%,2,43.7,Long-term Target,Medium,22,1.79,Informational
leadership classes for kids,66.1,20,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,12,0.66,Informational
coding tutor online,88.5,270,0,0.00%,2.00%,5,43.7,Long-term Target,Medium,35,3.35,Informational
math warm up games,75.0,58,0,0.00%,2.00%,1,43.7,Long-term Target,Medium,40,1.85,Informational
best math app for 4th graders,70.4,34,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,54,2.07,Commercial
human progress,80.0,103,0,0.00%,2.00%,2,43.7,Long-term Target,Medium,22,1.06,Informational
best math apps for kindergarten free,71.8,40,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,41,1.96,Commercial
adaptive math programs,84.6,177,0,0.00%,2.00%,3,43.7,Long-term Target,Medium,26,1.46,Informational
ai for teacher,83.3,150,0,0.00%,2.00%,3,43.7,Long-term Target,Medium,48,2.69,Informational
fractions for children,61.3,11,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,17,1.25,Informational
games on education,60.5,10,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,50,3.32,Informational
math learning center number line,60.5,10,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,22,2.76,Informational
kids camp near me,79.4,99,0,0.00%,2.00%,1,43.7,Long-term Target,Medium,40,1.72,Informational
code play frank casino,79.9,102,0,0.00%,2.00%,2,43.7,Long-term Target,Medium,29,1.26,Informational
maths tuition for class 4,73.5,49,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,38,1.85,Informational
how much does a tutor charge per hour,77.0,73,0,0.00%,2.00%,1,43.7,Long-term Target,Medium,20,2.14,Informational
maths lessons with a tutor,67.7,24,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,24,2.49,Informational
best way to learn the times tables,77.3,76,0,0.00%,2.00%,1,43.7,Long-term Target,Medium,48,3.26,Commercial
1st grade reading tutors,63.9,15,0,0.00%,2.00%,0,43.7,Long-term Target,Medium,31,4.74,Informational
math courses for kids,85.6,197,0,0.00%,2.00%,3,43.7,Long-term Target,Medium,29,1.62,Informational
homeschool adhd schedule,77.8,80,0,0.00%,2.00%,1,43.7,Long-term Target,Medium,25,1.69,Informational
golang math,79.4,98,0,0.00%,2.00%,1,43.7,Long-term Target,Medium,45,1.28,Informational
mastering ios 14 programming read online,76.9,72,0,0.00%,2.00%,1,43.7,Long-term Target,Medium,10,0.76,Informational
maths online classes,87.3,234,0,0.00%,2.00%,4,43.6,Long-term Target,Medium,43,1.27,Informational
critical thinking for kids,93.1,420,0,0.00%,2.00%,8,43.6,Long-term Target,Medium,19,0.95,Informational
ai worksheets for kindergarten,61.5,11,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,31,1.78,Informational
infant games app,61.5,11,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,28,1.4,Informational
ecole software,60.7,10,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,39,1.73,Informational
best educational app for 4 year old,70.2,32,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,47,4.5,Commercial
language tutors online,88.9,272,0,0.00%,2.00%,5,43.6,Long-term Target,Medium,23,4.28,Informational
math and english tutoring,79.0,91,0,0.00%,2.00%,1,43.6,Long-term Target,Medium,32,4.77,Informational
how long to learn multiplication tables,72.2,41,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,35,2.74,Informational
become an online maths tutor,62.2,12,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,22,2.63,Informational
best app to learn times tables,62.2,12,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,42,4.6,Commercial
esl private tutor,61.5,11,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,30,3.61,Informational
best toddler learning tablet,70.2,32,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,45,5.21,Commercial
math tutor for grade 7 to 12,77.3,74,0,0.00%,2.00%,1,43.6,Long-term Target,Medium,32,2.17,Informational
classes at lifetime,60.8,10,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,31,1.79,Informational
cheap online math tutoring,66.1,19,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,22,2.15,Informational
how do you find range in math,94.7,487,0,0.00%,2.00%,9,43.6,Long-term Target,Medium,27,1.11,Informational
games that kids like,62.3,12,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,35,1.11,Informational
best online tutoring platforms for tutors,75.7,60,0,0.00%,2.00%,1,43.6,Long-term Target,Medium,50,4.14,Commercial
goodbye syn,63.0,13,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,30,1.25,Informational
free math study websites,67.7,23,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,60,1.65,Informational
child education app,71.3,36,0,0.00%,2.00%,0,43.6,Long-term Target,Medium,39,4.67,Informational
is superhuman email worth it,67.3,22,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,50,1.82,Informational
frank and sons california,60.9,10,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,13,1.75,Informational
computer networking tutors,67.0,21,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,32,2.02,Informational
california institute of technology tutor,65.2,17,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,26,2.06,Informational
how much do math tutors cost,71.8,38,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,20,2.32,Transactional
math in spanish,84.8,171,0,0.00%,2.00%,3,43.5,Long-term Target,Medium,49,1.73,Informational
ipad lessons,63.1,13,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,38,1.85,Informational
critical thinking tutors,75.8,60,0,0.00%,2.00%,1,43.5,Long-term Target,Medium,31,3.53,Informational
math for love,67.7,23,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,44,1.88,Informational
math is fun fractions,76.6,66,0,0.00%,2.00%,1,43.5,Long-term Target,Medium,28,1.19,Informational
ai teacher for students,82.3,129,0,0.00%,2.00%,2,43.5,Long-term Target,Medium,50,2.46,Informational
frank card design,61.0,10,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,26,1.4,Informational
best app for kindergarten learning,81.9,122,0,0.00%,2.00%,2,43.5,Long-term Target,Medium,52,4.68,Commercial
free ai math,20.2,31,2,6.45%,0.00%,0,43.5,Long-term Target,Medium,50,3.81,Informational
child development tutor,63.2,13,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,37,4.49,Informational
math enrichment programs for elementary school,78.3,81,0,0.00%,2.00%,1,43.5,Long-term Target,Medium,23,0.98,Informational
fraction flashcards,74.0,49,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,37,1.3,Informational
ad astra studio,61.8,11,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,29,1.88,Informational
institute for multisensory education,61.8,11,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,33,2.89,Informational
frank startup,67.8,23,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,36,1.7,Informational
best educational apps for 6 year olds,85.4,182,0,0.00%,2.00%,3,43.5,Long-term Target,Medium,47,4.36,Commercial
calculus 2 tutors,93.7,431,0,0.00%,2.00%,8,43.5,Long-term Target,Medium,40,4.04,Informational
excel tutor,75.9,60,0,0.00%,2.00%,1,43.5,Long-term Target,Medium,38,3.96,Informational
best ipad games for kids,82.8,136,0,0.00%,2.00%,2,43.5,Long-term Target,Medium,37,2.74,Commercial
educational app,85.2,177,0,0.00%,2.00%,3,43.5,Long-term Target,Medium,34,4.15,Informational
childs play learning academy,61.1,10,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,29,1.82,Informational
flashcard family,65.9,18,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,24,1.59,Informational
confidence-building for youth,68.9,26,0,0.00%,2.00%,0,43.5,Long-term Target,Medium,27,0.7,Informational
home tutor for primary school,75.7,58,0,0.00%,2.00%,1,43.5,Long-term Target,Medium,31,2.16,Informational
astra credit companies,82.1,124,0,0.00%,2.00%,2,43.5,Long-term Target,Medium,26,1.83,Informational
critical thinking activities for kids,92.7,389,0,0.00%,2.00%,7,43.4,Long-term Target,Medium,16,0.99,Informational
decisions pronunciation,61.9,11,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,23,1.85,Informational
kids ipad,69.2,27,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,44,1.7,Informational
best online math,83.2,141,0,0.00%,2.00%,2,43.4,Long-term Target,Medium,56,2.57,Commercial
beyond compare 4,85.4,178,0,0.00%,2.00%,3,43.4,Long-term Target,Medium,37,3.36,Commercial
elon musk free ai,87.9,237,0,0.00%,2.00%,4,43.4,Long-term Target,Medium,60,2.42,Informational
i am a tutor looking for students,63.9,14,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,20,2.01,Informational
claires coupon code,86.9,207,0,0.00%,2.00%,4,43.4,Long-term Target,Medium,44,3.86,Informational
long valley in home tutoring services,61.2,10,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,17,2.22,Informational
cost of tutoring,84.5,159,0,0.00%,2.00%,3,43.4,Long-term Target,Medium,43,3.1,Transactional
llm for kids,62.0,11,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,37,1.31,Informational
alignment pronunciation,67.7,22,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,25,1.12,Informational
geometry tutoring,95.7,507,0,0.00%,2.00%,10,43.4,Long-term Target,Medium,34,3.37,Informational
synthesys io,12.8,12,1,8.33%,0.00%,0,43.4,Long-term Target,Medium,31,1.92,Informational
friendship 720p online,65.6,17,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,11,1.79,Informational
in home tutor near me,75.4,55,0,0.00%,2.00%,1,43.4,Long-term Target,Medium,38,3.26,Informational
maths tutor jobs online,66.1,18,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,28,4.16,Informational
best math learning apps,78.8,83,0,0.00%,2.00%,1,43.4,Long-term Target,Medium,57,7.6,Commercial
math flash cards,94.1,440,0,0.00%,2.00%,8,43.4,Long-term Target,Medium,37,1.26,Informational
creator of math,70.2,30,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,30,1.87,Informational
constellation pronunciation,69.7,28,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,28,1.12,Informational
astro gaming coupon code,65.1,16,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,19,1.88,Informational
educational tutorial services,65.1,16,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,37,2.55,Informational
best learning apps for 10 year olds,64.6,15,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,47,3.86,Commercial
calculus 2 tutor,94.9,467,0,0.00%,2.00%,9,43.4,Long-term Target,Medium,31,3.07,Informational
french lesson,83.3,140,0,0.00%,2.00%,2,43.4,Long-term Target,Medium,26,1.09,Informational
can you see orion in the summer,62.1,11,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,6,1.0,Informational
astra pricing,66.1,18,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,29,1.27,Informational
excellent online math tutoring platform,62.8,12,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,15,2.34,Informational
josh.ai price,62.8,12,0,0.00%,2.00%,0,43.4,Long-term Target,Medium,55,2.7,Transactional
astro gaming promo code,79.3,88,0,0.00%,2.00%,1,43.3,Long-term Target,Medium,25,1.19,Informational
free astro ai,67.4,21,0,0.00%,2.00%,0,43.3,Long-term Target,Medium,45,2.15,Informational
