#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
3064,5 senses coloring pages free,us,0,40,,,five senses coloring pages,2025-05-19 22:44:01,"Sitelinks,Thumbnail",50,250,250,2016-07-21,"Informational,Non-branded,Non-local"
3065,math. ai,us,,40,,,,,,250,,,2018-04-07,
3066,looking for maths tutor,us,45,40,6.00,,math tutor online,2025-05-28 02:07:51,"People also ask,Sitelinks",150,5100,9900,2020-01-10,"Informational,Commercial,Transactional,Non-branded,Non-local"
3067,atypical common sense media,us,14,40,,,atypical common sense media,2025-05-20 18:21:23,"Sitelinks,People also ask",50,30,30,2017-08-15,"Informational,Branded,Non-local"
3068,easy way to learn fractions,us,0,40,0.80,,how to learn fractions,2025-05-27 20:24:41,"AI overview,Thumbnail,Featured snippet,People also ask,Sitelinks",80,200,250,2016-03-09,"Informational,Non-branded,Non-local"
3069,laptops for 8 year olds,us,12,40,0.35,,kids laptop,2025-05-08 08:47:03,"People also ask,Thumbnail,Sitelinks,Shopping,Discussions",100,1900,2000,2017-04-02,"Informational,Commercial,Non-branded,Non-local"
3070,july summer camps,us,22,40,,,summer camps near me,2025-06-02 15:59:17,Sitelinks,70,42000,44000,2016-02-01,"Informational,Non-branded,Non-local"
3071,homeschool room design,us,6,40,0.35,,homeschool room ideas,2025-05-12 17:55:19,"People also ask,Thumbnail,Top stories,Video preview,Shopping,Discussions,Sitelinks",40,1400,1400,2017-04-29,"Informational,Non-branded,Non-local"
3072,best gadget for students,us,,40,,,,,,150,,,2018-03-31,
3073,math price,us,3,40,,,math crypto,2025-05-28 03:49:42,People also ask,150,500,600,2020-04-20,"Informational,Branded,Non-local"
3074,best math curriculum for adhd,us,0,40,2.50,,best homeschool math curriculum for adhd,2025-05-27 19:05:30,"AI overview,Thumbnail,Sitelinks,People also ask",40,60,60,2015-12-07,"Informational,Non-branded,Non-local"
3075,ai schooling,us,,40,,,,,,50,,,2023-03-09,
3076,best math apps for 3rd graders,us,28,40,3.00,,math apps for kids,2025-05-08 08:34:18,"Sitelinks,People also ask,Discussions",80,3700,5100,2015-09-02,"Informational,Non-branded,Non-local"
3077,math tutor prices,us,2,40,1.70,,math tutor rates,2025-05-09 19:26:51,"Featured snippet,People also ask,Sitelinks",70,250,250,2016-01-22,"Informational,Non-branded,Non-local"
3078,best video games for family game night,us,,40,,,,,,40,,,2020-03-21,
3079,adastra group,us,4,40,,,adastra,2025-05-22 18:47:41,"Sitelinks,People also ask",350,1200,4300,2016-07-19,"Informational,Branded,Non-local"
3080,elon musk scholarships,us,9,40,0.60,,musk foundation,2025-05-11 08:45:06,"Thumbnail,People also ask,Sitelinks",40,2400,2800,2018-04-12,"Informational,Non-branded,Non-local"
3081,manipulatives in education,us,8,40,0.35,,manipulatives in education,2025-06-01 12:28:33,"AI overview,Thumbnail,People also ask,Sitelinks",60,200,500,2015-09-01,"Informational,Non-branded,Non-local"
3082,games like reader rabbit,us,0,40,1.70,,games like reader rabbit,2025-05-13 14:09:15,"Sitelinks,Knowledge panel",50,20,20,2016-03-21,"Informational,Branded,Non-local"
3083,chat gpt grader,us,,40,,,,,,50,,,2023-04-03,
3084,chat gpt something went wrong,us,1,40,,,chatgpt something went wrong,2025-05-15 02:21:27,"AI overview,Thumbnail,Sitelinks,People also ask,Top stories,Video preview",150,20,50,2022-12-22,"Informational,Branded,Non-local"
3085,lesson space login,us,31,40,,,lessonspace login,2025-05-22 18:56:03,Sitelinks,150,50,80,2020-04-22,"Navigational,Branded,Non-local"
3086,math tutors online free,us,58,40,1.80,,schoolhouse.world,2025-05-14 14:54:26,"Top ads,Paid sitelinks,Sitelinks",60,13000,18000,2016-12-16,"Informational,Non-branded,Non-local"
3087,affiliate programs that pay weekly,us,21,40,0.80,,affiliate programs that pay weekly,2025-05-11 03:11:08,"AI overview,Thumbnail,People also ask,Sitelinks",90,10,10,2015-09-30,"Informational,Commercial,Non-branded,Non-local"
3088,best ai tutors,us,25,40,,,one ai tutor per child personalized,2025-04-23 08:33:17,,80,,,2023-10-02,
3089,math helper online,us,85,40,0.00,,math solver,2025-05-27 19:44:01,Sitelinks,50,2100000,2940000,2015-11-22,"Informational,Non-branded,Non-local"
3090,flashcard multiplication,us,14,40,,,multiplication flashcards,2025-05-30 02:37:12,"Thumbnail,Sitelinks,Shopping",150,6100,6900,2017-04-28,"Informational,Non-branded,Non-local"
3091,joshua card,us,2,40,0.50,,josh's cards,2025-05-14 13:31:30,"Thumbnail,People also ask,Sitelinks",300,100,100,2016-11-09,"Informational,Non-branded,Non-local"
3092,ai education platform,us,59,40,,,magic school ai,2025-05-27 23:13:46,"People also ask,Sitelinks,Top stories,Thumbnail,Video preview",150,105000,144000,2020-03-16,"Informational,Non-branded,Non-local"
3093,kids in the game summer camp,us,0,40,,,kids in the game summer camp,2025-05-31 05:21:34,"Sitelinks,Local pack",40,30,30,2020-03-05,"Informational,Branded,Non-local"
3094,ai math education,us,,40,,,,,,80,,,2017-02-28,
3095,google tutor,us,42,40,1.00,0.67,learning,2025-06-01 14:30:49,Sitelinks,150,3300,7900,2015-09-09,"Informational,Branded,Non-local"
3096,ai synth,us,28,40,1.30,,ai synthesizer,2025-05-27 23:37:13,"Sitelinks,People also ask,Top stories,Thumbnail",150,20,20,2019-01-03,"Informational,Non-branded,Non-local"
3097,easy ways to learn times tables,us,10,40,0.70,,times tables.com,2025-05-28 18:33:35,"AI overview,Thumbnail,Sitelinks,People also ask",150,161000,269000,2016-01-13,"Informational,Non-branded,Non-local"
3098,video game education,us,10,40,0.00,,video games in education,2025-05-23 16:17:43,"Thumbnail,People also ask,Sitelinks,Discussions,Top stories,Video preview",60,100,100,2015-10-13,"Informational,Non-branded,Non-local"
3099,math learning platforms,us,93,40,3.00,,khan academy,2025-06-05 06:29:53,"Sitelinks,People also ask",50,1660000,2440000,2018-11-29,"Informational,Non-branded,Non-local"
3100,in home tutor near me,us,84,40,7.00,,tutoring near me,2025-05-19 07:53:23,"Local pack,Sitelinks,People also ask",70,5600,5900,2018-05-16,"Informational,Commercial,Transactional,Non-branded,Local"
3101,math and language,us,7,40,,,math as a language,2025-05-28 14:17:18,"AI overview,Thumbnail,Sitelinks,People also ask,Knowledge panel,Top stories,Video preview",90,100,250,2016-03-05,"Informational,Non-branded,Non-local"
3102,math space game,us,28,40,1.30,,multiplication space race,2025-06-02 18:12:46,"Thumbnail,People also ask,Sitelinks",40,70,80,2015-10-27,"Informational,Non-branded,Non-local"
3103,josh ai price,us,0,40,,,josh ai price,2025-05-11 07:17:42,"People also ask,Sitelinks",60,10,10,2017-06-01,"Informational,Commercial,Branded,Non-local"
3104,best learning games for 6 year olds,us,74,40,1.60,,educational apps for kids,2025-05-09 07:53:05,"Thumbnail,People also ask,Sitelinks,Shopping,Discussions,Top stories,Video preview",70,7200,10000,2015-10-13,"Informational,Commercial,Non-branded,Non-local"
3105,annually in math,us,24,40,,0.41,how much is quarterly,2025-05-27 17:40:47,"AI overview,Thumbnail,People also ask,Sitelinks",50,300,600,2015-12-04,"Informational,Non-branded,Non-local"
3106,growth mindset kindergarten,us,1,40,0.30,,growth mindset kindergarten,2025-06-01 09:10:33,"People also ask,Sitelinks",80,30,40,2016-07-11,"Informational,Non-branded,Non-local"
3107,cooperative problem solving,us,3,40,,,collaborative problem solving,2025-06-01 19:35:16,"People also ask,Knowledge panel,Sitelinks",100,1100,1300,2015-10-14,"Informational,Non-branded,Non-local"
3108,best free math websites,us,77,40,0.60,1,math websites,2025-05-21 15:32:44,"People also ask,Sitelinks",40,1600,2200,2015-09-24,"Informational,Non-branded,Non-local"
3109,founder of math,us,34,40,,,who is the father of mathematics,2025-05-14 14:11:24,"Featured snippet,People also ask,Sitelinks",300,350,8600,2015-09-07,"Informational,Non-branded,Non-local"
3110,game face tutoring,us,,40,6.00,,,,,60,,,2017-12-12,"Informational,Navigational,Commercial,Branded,Non-local"
3111,frank credit card,us,3,40,1.70,,ocbc frank card,2025-05-27 18:37:49,"People also ask,Sitelinks",600,70,2600,2015-11-14,"Informational,Commercial,Branded,Non-local"
3112,easiest way to learn multiplication tables,us,9,40,0.70,,how to memorize multiplication tables,2025-05-23 10:06:51,"AI overview,Thumbnail,Sitelinks,People also ask",70,2200,2900,2018-07-17,"Informational,Non-branded,Non-local"
3113,math at work,us,0,40,,,math at work,2025-06-01 04:47:38,"Top ads,People also ask,Sitelinks,Discussions",70,30,30,2015-11-11,"Informational,Non-branded,Non-local"
3114,best site to learn math for free,us,69,40,1.20,,learn math,2025-06-05 12:11:06,"AI overview,Thumbnail,Sitelinks,People also ask",90,300,350,2021-06-25,"Informational,Non-branded,Non-local"
3115,how to ask teacher about child progress,us,0,40,,,child development questions,2025-05-10 06:08:51,"AI overview,Thumbnail,Sitelinks,People also ask,Discussions",150,0,0,2020-01-10,"Informational,Non-branded,Non-local"
3116,first day of kindergarten read aloud,us,,40,,,,,,60,,,2020-07-21,"Informational,Non-branded,Non-local"
3117,is math fun,us,8,40,0.70,,why do people like math,2025-05-23 05:37:47,"AI overview,Thumbnail,Featured snippet,People also ask,Knowledge panel,Sitelinks",90,60,100,2015-12-09,"Informational,Non-branded,Non-local"
3118,learn math online free for adults,us,81,40,1.10,0.98,math lessons life,2025-05-31 01:28:59,"AI overview,Thumbnail,Sitelinks,People also ask",60,2500,3200,2016-01-05,"Informational,Non-branded,Non-local"
3119,fun ways to learn times tables,us,29,40,0.80,,how to teach multiplication tables,2025-05-27 15:01:18,"AI overview,Thumbnail,People also ask,Sitelinks,Discussions",250,800,800,2015-10-25,"Informational,Non-branded,Non-local"
3120,growth mindset for elementary students,us,35,40,0.70,1.33,growth mindset for kids,2025-05-18 05:06:06,"People also ask,Sitelinks",50,1600,2000,2016-04-13,"Informational,Non-branded,Non-local"
3121,children's educational videos,us,0,40,1.50,0.6,educational videos for kids,2025-05-14 10:50:03,,70,1400,2500,2015-09-18,"Informational,Non-branded,Non-local"
3122,math behind ai,us,,40,,,,,,90,,,2015-10-07,
3123,fun video games for kids,us,34,40,,0.6,kids video games,2025-05-07 04:22:42,"Thumbnail,People also ask,Shopping,Sitelinks,Discussions,Top stories",70,1800,3700,2015-09-26,"Informational,Commercial,Non-branded,Non-local"
3124,free online math programs for elementary,us,88,40,,,math lessons site,2025-05-18 04:03:41,"People also ask,Sitelinks",40,2400,2500,2016-12-04,"Informational,Non-branded,Non-local"
3125,8605 santa monica blvd west hollywood ca,us,0,40,,,8605 santa monica blvd west hollywood ca 90069,2025-05-18 18:34:36,,50,70,70,2019-10-24,"Informational,Non-branded,Local"
3126,best math classes near me,us,72,40,8.00,,mathnasium,2025-05-10 11:28:23,"Local pack,People also ask,Sitelinks",90,43000,45000,2020-03-10,"Informational,Commercial,Non-branded,Local"
3127,kids math class,us,77,40,,,math,2025-05-23 13:41:58,"Sitelinks,Videos",100,52000,87000,2016-09-02,"Informational,Commercial,Non-branded,Non-local"
3128,algebra 2 flashcards,us,0,40,0.30,,algebra 2 flashcards,2025-05-11 04:34:31,Sitelinks,50,20,20,2015-09-25,"Informational,Non-branded,Non-local"
3129,fit tutoring,us,6,40,3.00,,fit tutoring,2025-06-01 15:28:20,"Sitelinks,People also ask",50,20,20,2015-09-18,"Informational,Branded,Non-local"
3130,999 math login,us,,40,,,,,,40,,,2023-01-19,
3131,ipad math,us,,40,1.40,,,,,70,,,2015-10-17,"Informational,Branded,Non-local"
3132,how to find a good tutor,us,6,40,5.00,,how to find a tutor,2025-06-05 19:55:07,"Featured snippet,People also ask,Sitelinks",70,20,20,2015-10-13,"Informational,Non-branded,Non-local"
3133,how to teach my kindergartener to read,us,16,40,2.00,,how to teach my child to read,2025-06-01 13:15:29,"AI overview,Thumbnail,Sitelinks,People also ask",40,2000,2700,2020-02-04,"Informational,Non-branded,Non-local"
3134,how to learn math with dyscalculia,us,15,40,1.50,,how to learn math with dyscalculia,2025-06-06 01:12:38,"AI overview,Thumbnail,Sitelinks,People also ask",60,30,30,2017-06-11,"Informational,Non-branded,Non-local"
3135,kid tablet android,us,14,40,,,android tablet for kids,2025-05-11 20:49:42,"Sitelinks,People also ask,Shopping,Thumbnail,Discussions,Top stories",80,100,150,2020-01-10,"Informational,Commercial,Branded,Non-local"
3136,ai in school education,us,62,40,,,ai in education,2025-06-03 04:01:41,"Sitelinks,People also ask,Top stories,Thumbnail",200,2000,8000,2019-11-17,"Informational,Non-branded,Non-local"
3137,after school math programs near me,us,61,40,,,kumon,2025-05-28 05:55:29,"Sitelinks,People also ask,Knowledge panel",60,34000,44000,2017-09-07,"Informational,Commercial,Non-branded,Local"
3138,abc mouse age group,us,12,40,1.00,,what is abcmouse,2025-05-31 01:49:16,"Sitelinks,People also ask",60,500,500,2016-03-06,"Informational,Branded,Non-local"
3139,fun math curriculum,us,14,40,1.30,,homeschool math curriculum,2025-05-09 11:39:20,"Sitelinks,Discussions,Top stories,Video preview",80,450,450,2017-02-15,"Informational,Non-branded,Non-local"
3140,free after school tutoring near me,us,16,40,,,free tutoring near me,2025-05-08 08:50:21,"People also ask,Local pack",50,1600,1700,2020-02-20,"Informational,Non-branded,Local"
3141,dhan web,us,13,40,,,dhan login,2025-05-14 10:56:52,,66000,200,198000,2022-01-02,"Informational,Branded,Non-local"
3142,homeschooling pods near me,us,13,40,1.70,,homeschool co ops near me,2025-06-06 19:03:55,"Sitelinks,People also ask,Local pack,Video preview",60,10,10,2020-08-04,"Informational,Non-branded,Local"
3143,after school program activity ideas,us,3,40,,,after school activities ideas for elementary,2025-05-22 07:57:58,"Sitelinks,Thumbnail",50,400,400,2015-09-15,"Informational,Non-branded,Non-local"
3144,how to teach multiplication to kids,us,2,40,,,how to teach multiplication,2025-05-09 18:33:51,"People also ask,Sitelinks,Top stories,Video preview",350,1400,2000,2015-10-07,"Informational,Non-branded,Non-local"
3145,math learning program,us,95,40,2.50,,khan academy,2025-06-05 15:55:54,"AI overview,Thumbnail,Sitelinks,People also ask",70,1650000,2440000,2018-10-29,"Informational,Non-branded,Non-local"
3146,astra pricing,us,24,40,,,astra wordpress,2025-05-17 19:21:58,"People also ask,Sitelinks",200,300,1400,2019-07-26,"Informational,Commercial,Branded,Non-local"
3147,get paid to tutor,us,68,40,0.80,,online tutoring jobs,2025-05-14 22:48:14,"People also ask,Sitelinks,Discussions",60,22000,45000,2015-09-21,"Informational,Non-branded,Non-local"
3148,elon musk ai download,us,,40,,,,,,90,,,2017-10-18,
3149,how much does math tutoring cost,us,0,40,1.50,,how much does a math tutor cost,2025-06-05 20:19:19,"Sitelinks,People also ask",40,500,500,2017-12-22,"Informational,Non-branded,Non-local"
3150,fun bootcamp ideas,us,1,40,,,bootcamp games,2025-05-12 20:45:39,"Thumbnail,Sitelinks,People also ask,Discussions",100,90,150,2015-10-12,"Informational,Non-branded,Non-local"
3151,homeschooling en español,us,0,40,2.50,,homeschooling en español,2025-06-03 05:17:33,"Knowledge card,People also ask,AI overview,Sitelinks",80,20,20,2015-10-09,"Informational,Non-branded,Non-local"
3152,best way to teach times tables,us,5,40,0.90,,how to teach multiplication tables,2025-05-07 09:53:09,"People also ask,Sitelinks,Discussions,Top stories,Video preview",200,800,800,2015-10-01,"Informational,Non-branded,Non-local"
3153,2nd grade math apps free,us,14,40,,,1st grade math apps free,2025-05-27 17:06:56,"AI overview,Thumbnail,People also ask,Sitelinks",40,200,200,2017-09-18,"Informational,Non-branded,Non-local"
3154,learning multiplication for kids,us,,40,,,,,,80,,,2020-02-13,"Informational,Non-branded,Non-local"
3155,5th grade math tutoring,us,10,40,,,tutoring for 5th graders,2025-05-30 20:08:16,"People also ask,Sitelinks",70,200,200,2015-09-23,"Informational,Commercial,Non-branded,Non-local"
3156,gaming for 6 year olds,us,,40,0.50,,,,,70,,,2020-02-07,"Informational,Commercial,Non-branded,Non-local"
3157,ai tutor free online,us,,40,,,,,,100,,,2024-01-13,
3158,how much does a private tutor make,us,3,40,1.20,,how much does a private tutor make,2025-05-28 03:26:16,"Featured snippet,People also ask,Sitelinks",70,0,0,2018-01-31,"Informational,Non-branded,Non-local"
3159,flash curriculum,us,1,40,1.00,0.95,flash curriculum,2025-05-29 08:11:57,"Sitelinks,People also ask",40,50,150,2015-09-17,"Informational,Branded,Non-local"
3160,math tutoring centers near me,us,67,40,5.00,,mathnasium,2025-05-29 05:08:18,"Local pack,Sitelinks,People also ask",60,43000,47000,2016-01-21,"Informational,Commercial,Non-branded,Local"
3161,maths in the real world,us,,40,,,,,,200,,,2020-01-19,"Informational,Non-branded,Non-local"
3162,dyscalculia test online,us,3,40,0.80,,dyscalculia test,2025-05-08 02:39:41,People also ask,200,1800,7200,2015-09-23,"Informational,Non-branded,Non-local"
3163,ai teacher online,us,79,40,2.00,,magic school ai,2025-05-10 15:30:53,"Sitelinks,People also ask,Top stories,Video preview,Thumbnail",250,109000,150000,2021-08-06,"Informational,Non-branded,Non-local"
3164,learning programs for 7 year olds,us,93,40,3.00,,adventure academy,2025-05-27 23:08:28,People also ask,80,10000,11000,2022-11-25,"Informational,Non-branded,Non-local"
3165,chatgpt read aloud not working,us,,40,,,,,,60,,,2024-03-12,
3166,maths online classes,us,75,40,4.50,,khan academy,2025-05-14 03:30:26,"AI overview,Thumbnail,People also ask,Sitelinks",700,1620000,2360000,2016-09-07,"Informational,Non-branded,Non-local"
